https://www.amazon.com/Dell-T6YG7-Latitude-i5-7300U-Windows/dp/B01MRA81ZM/ref=sr_1_2066?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2066	Laptop	"Dell T6YG7 Latitude 5580 Laptop, 15.6"" FHD, Intel Core i5-7300U, 8GB DDR4, 500GB Hard Drive, Windows 10 Pro,Black"	Dell	https://m.media-amazon.com/images/I/41935vK0QfL._AC_UL320_.jpg
https://www.amazon.com/Dell-Latitude-7480-Thunderbolt-Refurbished/dp/B07DHSBMRC/ref=sr_1_2067?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2067	Laptop	"Dell Latitude 7480 FHD Touch Screen Ultrabook Business Laptop (Intel Core i5-7300U, 16GB Ram, 256GB Solid State SSD, HDMI, Camera, WiFi, Thunderbolt 3) Win 10 Pro (Certified Refurbished)"	Dell	https://m.media-amazon.com/images/I/41hC232-LmL._AC_UL320_.jpg
https://www.amazon.com/Dell-Latitude-i7-6600U-Windows-Renewed/dp/B081QTDVT7/ref=sr_1_2068?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2068	Laptop	"Dell Latitude E5270 12.5 inches HD, Core i7-6600U 2.6GHz, 16GB RAM, 512GB Solid State Drive, Windows 10 Pro 64Bit, CAM (Renewed)"	Dell	https://m.media-amazon.com/images/I/71mUXw6r+TL._AC_UL320_.jpg
https://www.amazon.com/Dell-Latitude-5480-Windows-Renewed/dp/B08FRNHR8S/ref=sr_1_2069?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2069	Laptop	"Dell Latitude 5480 14"" Laptop, Intel Core i5 6300U 2.4Ghz, 8GB DDR4, 512GB NVMe PCIe M.2 SSD, USB Type-C, HDMI, Webcam, Windows 10 Pro x64 (Renewed)"	Dell	https://m.media-amazon.com/images/I/71r25VPPbhL._AC_UL320_.jpg
https://www.amazon.com/Dell-Latitude-i5-6300U-Certified-Refurbished/dp/B0761RDTV5/ref=sr_1_2070?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2070	Laptop	"Dell Latitude 7480 Intel Core i5-6300U X2 2.4GHz 16GB 256GB SSD 14"", Black (Certified Refurbished)"	Dell	https://m.media-amazon.com/images/I/614hvpZEu7L._AC_UL320_.jpg
https://www.amazon.com/Dell-13-9350-i7-6560U-2-2GHz-Silver/dp/B06XB683QH/ref=sr_1_2071?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2071	Laptop	"Dell XPS 13-9350 Intel Core i7-6560U X2 2.2GHz 16GB 512GB SSD 13.3"" Win10,ÊSilver"	Dell	https://m.media-amazon.com/images/I/51f7F-OFv3L._AC_UL320_.jpg
https://www.amazon.com/Dell-Latitude-7212-RUGGED-Tablet/dp/B07H466BMM/ref=sr_1_2072?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2072	Laptop	"Dell Latitude 12 7212 RUGGED 11.6 inches Gorilla Glass Glove Capable TouchScreen FHD (1920x1080) Outdoor Business Tablet: Intel Core i5-7300U, 128GB SSD, 8GB RAM, GPS, Windows 10 Pro (Renewed)"	Dell	https://m.media-amazon.com/images/I/816XgK1vlvL._AC_UL320_.jpg
https://www.amazon.com/Dell-XPS-9380-13-3-Laptop/dp/B07XBD8R6D/ref=sr_1_2073?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2073	Laptop	"Dell XPS 13 9380 13.3"" Laptop - Intel Core i5-8265U; 8GB RAM; 256GB Solid State Drive; Intel UHD 620 (Renewed)"	Dell	https://m.media-amazon.com/images/I/71ALkvHerWL._AC_UL320_.jpg
https://www.amazon.com/Dell-Latitude-7310-Carbon-Fiber/dp/B08DJWX4Y5/ref=sr_1_2074?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2074	Laptop	"Dell Latitude 13Ó 7000 (7310) Laptop - 13.3"" FHD AG SLP, IR Cam/Mic, ALS, Prox Sensor - 32GB RAM - 512GB SSD - Windows 10 pro"	Dell	https://m.media-amazon.com/images/I/51bo8ZNuN-L._AC_UL320_.jpg
https://www.amazon.com/Dell-Inspiron-2-1-I7378-7571GRY-PUS/dp/B073WQBW38/ref=sr_1_2075?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2075	Laptop	"Dell Inspiron 2-in-1 I7378-7571GRY-PUS - 13.3"" FHD Touch - 7th Gen Intel Core i7-7500U - 12GB - 256GB Solid State Drive - Silver"	Dell	https://m.media-amazon.com/images/I/812W0RnnmbL._AC_UL320_.jpg
https://www.amazon.com/Dell-7590-15-6-Notebook-Plane/dp/B081RYD7DZ/ref=sr_1_2076?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2076	Laptop	"Dell XPS 15 7590 15.6"" Notebook - 1920 x 1080 - Core i5 i5-9300H - 8 GB RAM - 256 GB SSD - Silver - Windows 10 Pro 64-bit - NVIDIA GeForce GTX 1650 with 4 GB - in-Plane Switching (IPS) Technology"	Dell	https://m.media-amazon.com/images/I/81M9Z50bU9L._AC_UL320_.jpg
https://www.amazon.com/Dell-Latitude-5424-Rugged-Laptop/dp/B00KASNK9A/ref=sr_1_2077?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2077	Laptop	"Dell Latitude 5424 Rugged Laptop - 14"" FHD Touch Display - Intel Core 8th Gen i7-8650U - 16GB RAM - 500GB HDD - Windows 10 Pro"	Dell	https://m.media-amazon.com/images/I/71GqMTWoRhL._AC_UL320_.jpg
https://www.amazon.com/Latitude-13-3340-13-3-Notebook/dp/B00LHNDWCW/ref=sr_1_2078?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2078	Laptop	"Latitude 13 3340 13.3"" Notebook - Intel Core i3 i3-4005U 1.70 GHz"	Dell	https://m.media-amazon.com/images/I/71lPWY31DBL._AC_UL320_.jpg
https://www.amazon.com/Dell-Inspiron-5570-Laptop-Computer/dp/B0774VP6PW/ref=sr_1_2079?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2079	Laptop	"Dell Inspiron 15 5570 15.6"" Laptop Computer - Silver; Intel Core i5-8250U Processor 1.6GHz; Microsoft Windows 10 Home 64-bit; 8GB DDR4-2400 RAM; 1TB Hard Drive"	Dell	https://m.media-amazon.com/images/I/41BB7hp-QeL._AC_UL320_.jpg
https://www.amazon.com/Dell-Precision-3000-Mobile-Workstation/dp/B082P928SV/ref=sr_1_2080?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2080	Laptop	"Dell Precision 3000 3541 15.6"" Mobile Workstation - 1920 X 1080 Touchscreen AG- Core i7-9850H - 16GB RAM - 512GB NVMe SSD - Nvidia Quadro P620 4GB - Intel XMM 7360 LTE - Windows 10 (Renewed)"	Dell	https://m.media-amazon.com/images/I/41i9Q5HN25L._AC_UL320_.jpg
https://www.amazon.com/PRECISION-Workstation-I7-7820HQ-Professional-Refurbished/dp/B073VF924C/ref=sr_1_2081?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2081	Laptop	DELL PRECISION M5520 Workstation Laptop FHD 1080P I7-7820HQ 16GB RAM 512GB SSD QUADRO M1200 4GB WIN 10 Professional (Certified Refurbished)	Dell	https://m.media-amazon.com/images/I/71KnqjW5Y-L._AC_UL320_.jpg
https://www.amazon.com/Dell-Inspiron-Computer-Pentium-Bluetooth/dp/B07HMGT4Z5/ref=sr_1_2082?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2082	Laptop	"Dell Inspiron 15.6"" HD 2018 Latest Laptop Computer, Intel Pentium N5000 Up to 2.7 GHz, 8GB DDR4, 1TB HDD, Bluetooth, Wi-Fi, HDMI, Windows 10, Black, Bonus Combo"	Dell	https://m.media-amazon.com/images/I/71e9W-WB9KL._AC_UL320_.jpg
https://www.amazon.com/Dell-Latitude-7410-Touchscreen-Notebook/dp/B08B9X3WHP/ref=sr_1_2083?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2083	Laptop	"Dell Latitude 7410 14"" Touchscreen 2 in 1 Notebook - Full HD - 1920 x 1080 - Core i5 i5-10310U 10th Gen 1.7GHz Hexa-core (6 Core) - 8GB RAM - 256GB SSD"	Dell	https://m.media-amazon.com/images/I/41v9n0oigeL._AC_UL320_.jpg
https://www.amazon.com/Dell-Touchscreen-i7-7500U-Machined-Aluminum/dp/B01NCOZ254/ref=sr_1_2084?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2084	Laptop	"Dell XPS 13 9360 13.3"" Laptop QHD+ Touchscreen 7th Gen Intel Core i7-7500U, 16GB RAM, 512GB NVME SSD Machined Aluminum Display Silver Win 10 (Renewed)"	Dell	https://m.media-amazon.com/images/I/71vEc2-uX1L._AC_UL320_.jpg
https://www.amazon.com/Dell-Latitude-i5-6300U-Certified-Refurbished/dp/B07HNMWWXC/ref=sr_1_2085?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2085	Laptop	"Dell Latitude 7280 // 12.5"" HD WLED (1366 x 768) Screen / Intel Core i5 (6th Gen) i5-6300U 2.40 GHz / 8 GB DDR4 SDRAM / 256GB M.2 SSD (Certified Refurbished)"	Dell	https://m.media-amazon.com/images/I/41XMKbziitL._AC_UL320_.jpg
https://www.amazon.com/Dell-15-6-Inspiron-Laptop-500GB/dp/B00GUXA9W0/ref=sr_1_2086?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2086	Laptop	"Dell 15.6"" Inspiron Laptop 6GB 500GB + 32GB SSD - i15zT-4802sLV"	Dell	https://m.media-amazon.com/images/I/71JljaLA3OL._AC_UL320_.jpg
https://www.amazon.com/Dell-Latitude-3000-3580-Laptop/dp/B07C7LZVD7/ref=sr_1_2087?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2087	Laptop	"Dell Latitude 15 3000 Series 3580 15.6"" Laptop - 7th Gen Intel Core i3-7100U Processor at 2.40 GHz, 16GB Memory, 500GB Hard Drive, Intel HD Graphics 620, Windows 10 Pro"	Dell	https://m.media-amazon.com/images/I/71drJv0v+8L._AC_UL320_.jpg
https://www.amazon.com/Dell-Latitude-i5-6300U-Certified-Refurbished/dp/B07NBJ2QCW/ref=sr_1_2088?dchild=1&qid=1624306070&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2088	Laptop	"Dell Latitude E5470 14 inches Laptop, Core i5-6300U 2.4GHz, 8GB RAM, 480GB Solid State Drive, Windows 10 Pro 64Bit (Renewed)"	Dell	https://m.media-amazon.com/images/I/71OD7BtsI8L._AC_UL320_.jpg
https://www.amazon.com/Dell-Precision-7510-Workstation-Refurbished/dp/B07GXXM9XR/ref=sr_1_2089?dchild=1&qid=1624306072&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2089	Laptop	"Dell Precision 7510 FHD 15.6 Inch Workstation Business Laptop (Intel Quad Core i7-6820HQ, 32GB Ram, 512GB SSD, HDMI, USB 3.0, Numeric K.B) Nvidia Quadro M1000M 4GB DDR5 (Renewed)"	Dell	https://m.media-amazon.com/images/I/71a0PdUtoWL._AC_UL320_.jpg
https://www.amazon.com/Dell-Inspiron-i3593-5551BLU-PUS-Touchscreen-i5-1035G1/dp/B088TTLGS4/ref=sr_1_2090?dchild=1&qid=1624306072&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2090	Laptop	"Dell Inspiron 15 i3593-5551BLU-PUS 15.6"" Touchscreen i5-1035G1 12GB DDR4, 512GB NVMe SSD, WiFi Windows 10 Blue (Renewed)"	Dell	https://m.media-amazon.com/images/I/61iB9LVEeqL._AC_UL320_.jpg
https://www.amazon.com/Dell-Latitude-5480-i7-7820HQ-Windows/dp/B07CYWPYYF/ref=sr_1_2091?dchild=1&qid=1624306072&refinements=p_89%3ADell&rnid=2528832011&s=pc&sr=1-2091	Laptop	"Dell Latitude 5480 Intel Core i7-7820HQ 14"" GHD Windows 10 Pro (8GB RAM 256GB SSD)"	Dell	https://m.media-amazon.com/images/I/61ecX6fCezL._AC_UL320_.jpg
